row_id,pseudo_query
7982,Mendocino Arneis apple and herbs high acidity crisp
7983,German Riesling kabinett floral and peachy flavor
7984,"Burgundy Chardonnay under $20, crisp and fruity"
7985,cheap Portuguese red wine blackberry flavors
7986,creamy Portuguese white wine citrus and apple
7987,lush and ripe Chardonnay Russian River Valley
7988,buttery oaky chardonnay under $15 California
7989,Valdiguié wine similar to Pinot Noir under $15
7990,Primitivo wine blackberry plum leather coffee spice
7991,Napa Merlot red cherry currant spice oak
7992,fruity Portuguese red wine ready to drink
7993,Portuguese white wine pear tangerine crisp
7994,Italian sparkling wine creamy tropical citrus oak
7995,Pinot Gris Willamette Valley apple melon pear
7996,Korbel sparkling wine peach lime orange vanilla
7997,sweet rose sparkling wine raspberry vanilla toast
7998,light-bodied Pinot Noir Santa Barbara raspberry cola
7999,cheap Zinfandel minty eucalyptus raspberry
8000,"Columbia Valley Riesling, very tart and light, under $25"
8001,"Italian red wine, tastes like plum, chocolate, and coffee"
8002,Sauvignon Blanc from Santa Ynez Valley to pair with scallops
8003,Affordable Rioja Tempranillo with herbal and dark fruit notes
8004,Sweet red wine from Tuscany with plum and vanilla flavors
8005,Cheap Chilean Merlot with plum flavor and high acidity
8006,Red blend from Chile with tomato and herbal flavors
8007,Bordeaux-style white blend from Washington with a hint of sweetness
8008,Sweet and fruity rosé wine from Mendocino under $15
8009,Soft style Syrah from Walla Walla Valley
8010,"French Gamay wine for aging, from Côte de Brouilly"
8011,Chilean Pinot Noir with spicy red fruit flavors under $15
8012,Easy drinking Beaujolais Gamay with plum flavors
8013,Cheap Spanish Sparkling wine with apple and citrus flavors
8014,Nebbiolo d'Alba with cherry and orange flavors under $20
8015,Rhone white blend with melon and pineapple notes under $20
8016,Sangiovese Rosso di Montalcino under $30 coffee and plum flavor
8017,fruity red blend California blackberry jam easy drinking
8018,unoaked chardonnay sonoma county salads seafood brunch
8019,Colombard-Sauvignon Blanc Côtes de Gascogne fruity and acidic under $15
8020,Beaujolais-Villages light red wine for early drinking fresh and fruity
8021,Beaujolais Gamay easy drinking full-bodied red fruit
8022,Beaujolais-Villages Gamay cherry flavor needs aging
8023,Santa Barbara Grenache Blanc refreshing pear nectarine
8024,Rosso di Montepulciano easy red wine for grilled vegetables
8025,Rosso di Montalcino Sangiovese black raspberry coffee
8026,New York Riesling slightly sweet peach apricot mineral
8027,buttery chardonnay washington state banana caramel under $15
8028,Finger Lakes sparkling ice wine fruity floral
8029,Alsace Riesling Grand Cru citrus white currant aging potential
8030,Columbia Valley Chenin Blanc citrus refreshing old vine
8031,North Coast Sauvignon Blanc citrus grapefruit appetizers
8032,California grenache wine with strawberry and spice notes under $40
8033,Chilean red blend wine with tobacco and olive notes under $100
8034,New York sparkling wine with brioche and almond flavors
8035,Italian Nebbiolo wine with cherry and spice notes under $30
8036,"Napa red blend with Zinfandel, plum and tobacco flavors"
8037,Chilean red blend with smoky flavors and high acidity
8038,Walla Walla Sauvignon Blanc with melon and peach flavors
8039,Portuguese red wine blend with black fruit flavors under $40
8040,Bordeaux red blend smooth and fruity under $30
8041,Chilean Syrah wine with berry and spice flavors under $25
8042,Chilean red blend with dark fruit and cola flavors under $20
8043,Affordable Bordeaux red blend with firm tannins under $20
8044,Bordeaux red blend with berry and spice flavors under $20
8045,Stags Leap Cabernet Sauvignon with tea and sage flavors
8046,Red Mountain Washington red blend with oak flavors
8047,California Zinfandel old vine blackberry pepper
8048,"Fess Parker Syrah Santa Barbara County, CA with smoked apple and vanilla notes"
8049,"smooth, fruity Portuguese red wine under $25"
8050,"Portuguese red wine with berry flavors and firm tannins, age-worthy"
8051,biodynamic Zinfandel Dry Creek Valley cherry vanilla bacon flavors
8052,"rich and intense Chardonnay from Russian River Valley, apple and honey notes"
8053,Lebanese red blend under $25 with cherry and menthol flavors
8054,"serious Portuguese red blend with dark plum and spice flavors, under $25"
8055,"Sonoma Coast Chardonnay with vanilla and lemon curd flavors, around $35"
8056,"Sierra Foothills Syrah with black cherry and pepper, needs aging"
8057,"Juicy Portuguese red blend from Bairrada, ready to drink"
8058,creamy Chardonnay from Russian River Valley with pear and lemon curd notes
8059,"affordable Napa Cabernet Sauvignon with red fruit and spice, under $30"
8060,"Columbia Valley Syrah with plum and spice flavors, great value under $30"
8061,"Paso Robles Syrah Mourvedre blend, dark fruit and lavender notes"
8062,New Zealand Sauvignon Blanc grapefruit hints creamy texture
8063,Burgundy Pinot Noir Nuits-St.-Georges black cherry and firm tannins
8064,"Puligny-Montrachet Premier Cru Chardonnay, toasty and crisp, drink after 2018"
8065,"Sweet Sauvignon Blanc from Marlborough with honey and pineapple notes, under $40"
8066,"Russian River Valley Chardonnay with minerality, apple, and lemon flavors, around $35"
8067,"Meursault Chardonnay Premier Cru with spice and yellow fruit, good for aging, around $100"
8068,"Meursault Chardonnay, balanced wood and spice, ripe yellow fruits, drink after 2020"
8069,"Saint-Aubin Chardonnay Premier Cru, mineral character with vanilla and citrus, around $80"
8070,"Sta. Rita Hills Pinot Noir, raspberry, thyme, and smoky notes, around $50"
8071,"Santa Lucia Highlands Pinot Noir, Pisoni Vineyard, plum, raspberry, spice flavors, $75"
8072,"Amarone red blend, plum, leather, balsamic, good for aging, under $80"
8073,"Santa Maria Valley Pinot Noir, juicy and delicate, cranberry and floral notes, around $65"
8074,"Amarone red blend, wild berry, leather, tobacco, good for aging, under $80"
8075,"Mendoza red blend, raisin, cassis, blackberry, vanilla, around $50"
8076,"Napa sparkling wine, Pinot Noir and Chardonnay, peach, strawberry, around $60"
8077,"Yountville Cabernet Sauvignon, dark fruit, tobacco, cinnamon, needs decanting, around $80"
8078,"Amarone red blend, spice, dark berry, balsamic, velvety tannins, around $90"
8079,"Pinotage from Stellenbosch, bold black fruit, spicy, rich, expensive!"
8080,Sonoma Mountain Cabernet Sauvignon with blackberry and chocolate notes under $50
8081,"Walla Walla Cabernet Sauvignon, needs aging, notes of coffee and thyme"
8082,"California Mourvèdre with plum and leather notes, around $40"
8083,"Santa Cruz Pinot Noir with cranberry and pepper notes, around $40"
8084,"New Zealand Syrah with vanilla and black cherry flavors, expensive"
8085,"Burgundy Pinot Noir from Savigny-lès-Beaune, needs aging, around $70"
8086,"Volnay Premier Cru Pinot Noir, black fruit and smoky tannins, expensive"
8087,"New Zealand Pinot Noir with plum and floral notes, good for aging"
8088,"Columbia Valley Syrah with huckleberry and blue-fruit flavors, around $50"
8089,"Santa Maria Valley Dolcetto, unusual grape, ripe and slightly sweet"
8090,"Temecula Cabernet Franc with charred meat and tobacco notes, around $40"
8091,"Soave Classico white wine, fruity and buttery, under $30"
8092,"Central Otago Pinot Noir with cinnamon and berry notes, inexpensive"
8093,"Premier Cru Champagne, dry and fruity, good value around $60"
8094,"Red Mountain Cabernet Sauvignon with wood and chocolate notes, around $45"
8095,"Loire Valley white wine, Melon, refreshing and fruity, very cheap"
8096,Walla Walla Cabernet Sauvignon with earthy and green pepper notes
8097,Oregon Pinot Noir with toasty and coffee notes under $50
8098,balanced champagne with apple and melon flavors
8099,Italian orange wine with dried fruit and salty notes
8100,sweet rosé champagne for aperitif
8101,Argentinian Malbec with plum and herbal notes under $20
8102,crisp and refreshing Prosecco with fruity notes under $20
8103,jammy Zinfandel with chocolate and plum notes
8104,Cava sparkling wine with green apple flavors under $15
8105,Argentinian Cabernet Sauvignon with black fruit and peppery finish
8106,Oaky Chardonnay from Carneros with apple flavor
8107,New Zealand Pinot Noir with cherry and mocha flavors
8108,Oregon Petit Verdot with blackberry and baking spice
8109,sweet sparkling moscato with orange zest flavor
8110,unoaked Chardonnay with tropical fruit flavors
8111,Torrontes wine with lychee and honeydew flavors under $20
8112,crisp white blend Okanagan Valley Canada under $25
8113,New Zealand Pinot Noir oaky and bitter finish
8114,New Zealand Pinot Noir chocolate cherry cake flavor
8115,Carneros Pinot Noir earthy and wild strawberry notes
8116,sparkling wine that tastes like lemon cheesecake
8117,rosé champagne easy to drink
8118,Russian River Pinot Noir strawberry and black cherry flavors
8119,crisp white Bordeaux blend under $20
8120,fruity white Bordeaux wine apple and citrus notes
8121,Bordeaux rosé wine crisp and mineral textured
8122,Chilean Pinot Noir earthy and spicy
8123,Riesling that tastes like honeysuckle and grapefruit
8124,easy drinking Pinot Noir Willamette Valley
8125,Sicilian white wine grapefruit peach pineapple
8126,aromatic Portuguese white wine under $15
8127,Vinho Verde smooth and creamy
8128,Italian rosato wine with cherry flavor under $25
8129,"Chilean Cabernet Sauvignon with smoky, oaky flavor under $15"
8130,red blend wine Colchagua Valley Chile herbal plum
8131,"Sonoma Syrah with grilled meat flavor, violet and black pepper notes"
8132,Italian Rosato wine with cherry and raspberry under $15
8133,"Clarksburg Viognier with citrus and herb flavors, good balance"
8134,Columbia Valley red blend with cherry flavor good value
8135,Armenian white wine with pineapple and melon flavors
8136,crisp and fruity Vinho Verde wine under $15
8137,buttery and creamy Chardonnay from South Australia
8138,Rhone blend Sierra foothills earthy plum cassoulet
8139,"Moldovan Chardonnay with peach and passion fruit flavors, aged"
8140,"Spanish Tempranillo with oaky berry flavor, La Mancha"
8141,Australian Chardonnay plum tangerine lime not tropical
8142,Bulgarian Riesling lemon lime jasmine honeysuckle
8143,Bulgarian Cabernet Franc with cherry cola flavor
8144,Mount Veeder Cabernet Sauvignon with cedar and earthy notes under $50
8145,"Columbia Valley GSM blend with dark fruit and spice, unusual aromas"
8146,"Red Mountain Bordeaux blend, leafy and light, under $50"
8147,"crisp, dry Pinot Blanc from Willamette Valley, good with food"
8148,Easy drinking red blend from Washington with cherry and plum flavors under $15
8149,Elegant Chilean red blend with tobacco and black fruit flavors
8150,"Austrian Gruner Veltliner with spice and yellow fruit, around $50"
8151,"Balanced Chilean red blend with cassis and raspberry notes, around $90"
8152,"High-quality Chilean Shiraz with blackberry and meaty flavors, around $80"
8153,"Balanced white Bordeaux blend from Château Mont-Pérat, around $25"
8154,"Mature, toasty Champagne from Jacquart, around $25"
8155,"Creamy Chardonnay from Santa Barbara-Monterey with oak and vanilla, good value"
8156,Sweet but dry Chardonnay from Yorkville Highlands with pineapple and butterscotch
8157,Aged Syrah from Santa Ynez Valley with blackberry and chocolate notes
8158,"Italian sparkling wine with toasty flavors, aged on lees, under $20"
8159,"Fine Champagne with apple, citrus, and toast flavors, around $50"
8160,california pinot noir like grenache
8161,brancott sauvignon blanc with herbal notes
8162,"fresh, herbaceous white bordeaux blend"
8163,creamy bordeaux blanc with white fruit flavors
8164,sonoma merlot like cabernet sauvignon
8165,fruity chardonnay with pineapple and apricot flavors
8166,complex syrah with blackberry and chocolate notes
8167,austrian riesling with apple and pear notes
8168,gruner veltliner rich and peppery
8169,pessac-léognan white blend with citrus notes
8170,dry white wine with honey notes
8171,crisp white bordeaux blend with grassy notes
8172,sparkling vouvray with pear and almond flavors
8173,balanced chardonnay from santa maria valley
8174,rich portuguese red wine from alentejo
8175,napa cabernet sauvignon smooth tannins
8176,"California Syrah with blackberry, cherry, and smoked meat flavors, good balance"
8177,Oregon Pinot Noir Dundee Hills raspberry cherry chocolate
8178,German Riesling Auslese peach freesia sweet mineral finish
8179,Dry Riesling Germany Rheinhessen grapefruit savory herbs
8180,Chablis Chardonnay apple lemon toast needs aging
8181,Aloxe-Corton Pinot Noir black cherry berry tannic
8182,Meursault Chardonnay spicy oaky needs time
8183,Tuscan Red Blend cedar black currant cherry tobacco
8184,Napa Merlot cherry pie mocha licorice needs cellaring
8185,Willamette Valley Riesling medium dry pear nectarine
